1;Pelayanan Administrasi;80;20;90;100;50;88,89;100
2;Pelayanan Administrasi;90;10;90;100;50;88,89;100
1;Pelayanan Perkara;80;20;90;100;33,33;89,47;100
2;Pelayanan Perkara;90;10;90;100;50;88,89;100
1;Pelayanan Hukum;80;20;90;100;0;90;0
2;Pelayanan Hukum;90;10;90;100;0;90;0
1;Pelayanan Teknis;80;20;95;100;66,67;94,44;100
2;Pelayanan Teknis;90;10;90;100;50;88,89;100
